GeneID	Name	49	50	51	SHAU	SHAU146	SHAU148	SHAU152	SHAU153	SHAU155	SHAU156	SHAU157	SHAU158	SHAU52	SHAU53	SHAU55	SHAU56	SHAU57	SHAU58	SHAU59	SHAU61	SHAU63	SHAU64	SHAU65	SHBX35	SHBX36	SHBX37	SHBX38	SHCE175	SHCE176	SHCE177	SHCE178	SHCE179	SHCE180	SHCE181	SHCE182	SHCE183	SHCE184	SHCE185	SHCE186	SHCE187	SHCE188	SHCE189	SHCE190	SHCE191	SHCE192	SHCE194	SHCE195	SHCE196	SHCE197	SHCE198
8722	CTSF || Cathepsin F	1.437	-1.232	-1.911	-2.506	1.194	2.099	-1.298	-1.227	-0.9	0.319	2.07	1.265	0.095	-0.606	1.006	0.959	0.615	0.268	2.365	-2.503	-1.572	-3.092	-2.453	1.07	3.207	-1.422	1.895	-0.499	-0.52	1.609	-2.379	-1.152	-0.083	1.607	1.596	-0.74	-0.954	-0.76	1.707	-1.14	1.357	-0.158	1.372	-1.899	0.61	-2.388	-0.028	-0.614	1.456	2.566
153222	C5orf41 || Chromosome 5 open reading frame 41	1.186	-2.671	-0.921	-2.071	1.136	0.515	-1.431	-1.698	-1.023	-3.268	0.934	0.528	0.184	0.723	1.173	1.048	0.54	1.212	0.954	-2.699	-2.156	-2.977	-2.944	-0.441	1.451	0.182	1.623	-1.296	-1.666	0.824	-2.008	-1.408	0.281	1.166	1.56	-0.394	-0.829	-0.457	1.428	-1.61	0.353	-0.811	1.196	-1.911	0.456	-1.653	-0.166	-1.81	0.489	1.212
56942	C16orf61 || Chromosome 16 open reading frame 61	-1.383	1.63	0.641	1.389	-0.623	-1.33	0.796	1.695	0.225	1.918	-1.239	-0.821	-0.921	-0.935	-0.659	-1.064	-1.642	-1.248	-1.334	2.126	1.964	1.457	1.615	1.034	-0.93	0.136	-0.707	-0.277	0.651	-0.057	1.553	1.338	-0.98	-0.786	-0.22	0.728	1.265	1.171	-0.193	0.478	-1.793	0.291	-0.976	0.703	-0.822	0.95	-1.16	1.014	-1.031	-0.895
285362	SUMF1 || Sulfatase modifying factor 1	1.654	-1.524	-0.692	-1.122	0.537	1.403	0.168	-0.646	-1.24	-0.389	-0.484	1.265	0.073	-0.796	-0.445	-0.088	-0.875	-0.384	0.029	-0.738	-0.447	-1.848	-0.84	-0.075	0.866	0.655	1.351	0.062	-0.299	1.404	-0.55	-0.269	0.138	1.056	1.477	0.406	0.254	0.003	1.095	-0.298	1.272	-0.249	0.975	0.122	0.509	-0.727	0.422	0.142	1.68	1.33
94134	ARHGAP12 || Rho GTPase activating protein 12	0.372	-2.064	-1.53	-1.399	2.566	2.151	0.834	-0.011	1.847	0.456	2.012	0.214	1.929	-0.088	-0.796	1.776	-0.649	-0.849	0.775	-1.071	-0.322	-1.39	-1.19	-0.601	0.507	1.71	1.837	-0.957	-0.156	0.089	-0.824	-0.877	0.658	0.457	0.528	0.537	-0.579	-0.332	1.461	-0.44	0.439	0.257	1.008	-0.208	0.915	-1.478	-0.639	-1.354	-0.694	-0.277
3037	HAS2 || Hyaluronan synthase 2	-3.533	-0.057	-2.482	1.765	-2.13	0.097	1.652	1.876	1.873	2.878	0.658	-2.057	0.692	0.171	-1.819	-1.224	-2.68	-2.405	-2.226	1.852	0.643	3.683	-0.279	4.589	-0.757	2.886	0.222	-0.164	1.537	-1.913	1.005	1.772	-2.709	-1.369	-2.475	0.955	1.91	2.223	-4.026	1.33	-2.135	0.573	-2.387	3.017	-0.489	1.141	-1.825	1.195	-1.218	-2.837
158471	PRUNE2 || Prune homolog 2 (Drosophila)	-0.718	-1.832	-2.125	-1.344	1.769	0.389	0.106	-2.265	-1.377	-1.743	-1.031	-0.176	2.409	-0.904	-1.96	3.422	-1.676	-1.81	-2.636	-1.135	-1.416	-2	-0.125	0.301	3.191	0.789	2.063	-0.233	-0.026	-0.938	0.378	0.046	2.202	1.618	0.841	0.116	-0.068	0.619	2.124	1.772	3.746	0.21	3.035	-0.652	1.379	0.115	2.969	0.549	2.33	0.196
1841	DTYMK || Deoxythymidylate kinase (thymidylate kinase)	-1.58	1.579	1.098	0.361	-1.202	0.15	0.777	1.64	0.803	1.827	-0.929	-1.13	-0.81	-1.556	-1.59	-0.035	-1.281	-1.261	-1.107	1.753	1.143	0.754	0.949	2.598	-0.984	0.212	-2.065	0.499	-0.234	-1.343	2.266	1.628	-1.591	-1.636	0.006	0.931	0.744	1.309	-0.762	1.226	-1.013	1.204	-1.241	2.022	-0.655	1.796	-2.436	0.866	-1.33	-1.018
10346	TRIM22 || Tripartite motif-containing 22	-0.2	-2.991	-2.216	-2.605	3.957	1.142	-1.431	-1.19	-0.324	-2.217	3.154	-0.172	1.752	-1.314	-0.094	1.634	-0.769	-0.756	1.165	-1.816	-1.322	-2.863	-1.664	-0.139	2.156	2.733	3.81	-0.682	-0.716	2.281	-1.574	-0.124	0.775	1.559	2.332	1.492	0.215	-0.621	1.396	0.251	1.058	0	1.935	0.463	1.59	-0.072	2.021	-0.318	2.166	1.842
51253	MRPL37 || Mitochondrial ribosomal protein L37	-0.338	0.837	0.698	0.48	-1.202	-0.93	0.815	0.279	0.199	0.936	-1.684	-0.574	-1.363	-0.952	-1.086	-1.295	-0.769	-1.102	-1.934	0.282	0.732	0.246	-0.033	0.945	-0.027	-0.154	-1.036	0.24	-0.143	0.089	1.297	1.034	-0.538	-0.298	0.148	0.692	0.598	0.419	-0.075	0.194	0.108	0.141	-0.011	1.007	0.007	1.237	0.529	1.326	0.67	-0.118
57486	NLN || Neurolysin (metallopeptidase M3 family)	-1.403	0.163	-0.597	0.519	-1.647	-0.407	1.043	1.64	0.173	1.461	-0.852	-1.548	-0.324	-1.228	-1.605	-0.62	-1.762	-0.876	-0.717	0.4	1.518	0.77	0.633	0.217	-1.542	0.946	-0.264	0.046	1.146	-1.124	1.553	0.947	-0.525	-0.881	-1.181	0.418	0.369	-0.286	-1.116	0.421	-0.255	0.714	-0.48	0.883	-1.404	1.013	1.051	0.8	-0.115	-0.383
23024	PDZRN3 || PDZ domain containing RING finger 3	-0.338	-3.16	-0.045	-2.071	1.039	0.115	0.034	-1.063	1.559	0.799	1.528	0.369	0.338	0.706	-0.308	1.261	0.555	-0.144	-0.798	-2.111	0	-3.157	-1.699	-0.192	1.371	0.426	1.766	-1.878	-2.135	0.615	-1.172	-0.79	-0.174	0.174	1.667	0.239	-1.173	-1.5	0.902	0.213	0.962	-0.465	0.612	-1.071	1.109	0.55	1.015	-1.387	1.306	0.041
25960	GPR124 || G protein-coupled receptor 124	0.589	-0.563	-0.14	-0.43	0.885	0.358	0.796	-1.009	-0.246	-1.097	1.18	1.033	1.509	1.397	1.341	0.746	1.744	1.212	0.678	-0.62	-1.358	-1.652	-1.489	-1.152	1.318	0.64	0.265	-0.714	-1.341	1.375	-1.647	-0.327	-0.135	0.662	1.276	-1.157	-0.621	-0.182	0.988	-0.099	0.407	-0.706	0.667	-0.064	0.693	-1.27	-0.279	-2.209	-1.068	0.747
56940	DUSP22 || Dual specificity phosphatase 22	0.549	-1.524	-0.883	-1.478	0.807	1.159	-0.175	-2.17	-0.063	-0.252	0.367	0.415	0.67	0.171	0.822	0.906	0.525	0.484	-0.571	-2.15	-0.536	-1.619	-3.26	0.004	0.813	-0.49	0.651	-1.393	-1.041	0.425	-1.044	-0.529	0.151	0.489	1.181	-1.026	-1.089	-3.789	0.827	-0.903	0.193	-1.212	0.578	-2.366	-1.071	-1.063	0.907	-1.14	0.222	-0.065
84823	LMNB2 || Lamin B2	-1.068	1.073	0.755	0.203	-0.468	0.811	0.948	1.241	2.16	1.004	-0.716	-1.161	-0.987	-1.332	-1.651	-1.153	-1.175	-1.647	-1.626	1.499	1.16	0.557	1.247	2.207	-1.675	0.151	-1.351	0.046	-0.104	-0.715	2.376	1.729	-0.928	-0.928	0.468	0.442	0.827	1.182	-0.741	1.084	-2.711	0.664	-0.943	1.542	-0.701	2.019	-1.717	0.866	-1.068	-0.877
27235	"COQ2 || Coenzyme Q2 homolog, prenyltransferase (yeast)"	-0.318	1.158	1.422	0.796	-0.565	-0.46	1.823	0.807	1.036	0.091	-0.949	-0.419	-0.479	-0.693	-0.353	-0.745	-1.175	-0.676	-0.717	0.734	-0.733	1.065	1.124	2.065	-0.611	0.243	-0.936	0.822	-0.182	-0.437	2.102	1.512	-0.2	0.064	0.053	0.549	1.379	1.39	0.301	0.989	-1.099	0.947	-1.131	0.904	0.056	1.588	-0.369	1.639	-0.414	-0.1
100129034	LOC100129034 || Hypothetical protein LOC100129034	0.707	0.314	0.946	1.35	-0.004	-1.051	-0.879	-0.011	-0.037	-0.343	0.483	0.987	1.067	1.362	1.937	0.107	1.954	1.611	-4.4	-0.09	-0.25	-2.814	-0.279	-0.761	0.24	0.289	0.822	-0.973	0.104	1.594	-1.19	-0.819	-0.434	-0.534	0.623	-0.298	-0.912	-1.708	-0.419	-1.197	0.065	-0.905	0.314	-0.676	-0.184	0.039	0.835	-0.91	0.091	0.624
51192	CKLF || Chemokine-like factor	-1.225	0.837	-0.368	0.895	-0.816	0.271	1.785	1.64	0.042	1.484	-0.213	-1.161	-0.369	-0.917	-1.086	-1.046	-1.115	-0.889	-0.609	1.4	0.91	0.819	1.3	1.39	-0.638	0.289	-0.593	0.143	-0.026	-0.481	1.443	1.541	-1.331	-0.959	0.124	0.656	0.828	0.882	-1.041	0.724	0.022	0.722	-0.248	1.231	-0.387	0.566	-0.836	0.899	-0.769	-0.259
54206	ERRFI1 || ERBB receptor feedback inhibitor 1	0.668	0.163	0.47	-0.41	1.252	0.254	-0.993	-1.263	-0.586	-1.463	0.193	0.369	1.067	1.517	2.013	1.403	1.232	1.691	1.051	-0.993	-1.644	-0.555	-1.629	-0.814	0.786	-0.292	0.808	-1.603	-0.117	0.678	-1.647	-0.24	-0.304	0.457	-0.066	-0.573	-0.683	-0.968	0.333	-0.421	0.492	-0.93	0.501	-0.616	0.571	-1.015	0.24	-0.154	0.67	-0.047
4637	"MYL6 || Myosin, light chain 6, alkali, smooth muscle and non-muscle"	-0.2	1.006	0.641	-0.252	-1.55	-1.295	0.149	-0.719	-0.848	0.068	-1.239	-0.715	-1.142	-1.971	-1.361	-1.188	-1.281	-1.328	-1.464	-0.09	0.469	0.41	0.311	0.892	-0.372	1.098	-0.693	0.305	1.406	0.001	1.261	1.99	-0.499	0.662	-0.469	1.277	1.577	1.124	-0.086	0.819	0.257	0.033	-0.447	1.099	0.065	1.429	0.475	1.113	0.39	-0.771
819	CAMLG || Calcium modulating ligand	1.516	-0.934	-0.921	-0.548	0.498	-0.024	-0.251	-0.954	-0.377	-0.572	-0.213	0.94	0.869	0.516	0.547	1.474	0.254	0.614	1.035	-0.855	-0.501	-0.768	-1.068	0.235	0.959	1.282	1.194	-0.019	-0.286	0.922	-0.111	0.18	0.346	1.323	0.86	0.095	0.15	-0.217	1.514	-0.241	1.272	-0.249	1.604	-0.4	0.416	-0.599	0.583	-0.499	0.801	1.93
6648	"SOD2 || Superoxide dismutase 2, mitochondrial"	3.172	-3.0585	0.736	-0.835	2.904	1.733	-1.897	-3.7485	0.735	-2.9705	2.757	1.28	2.3485	2.6485	0.5475	2.672	0.6075	0.574	0.191	-3.1405	-1.974	-2.544	-1.9355	0.9095	2.628	0.269	4.332	-4.4335	-1.993	-0.707	-3.568	0.1585	3.232	3.5275	3.068	-1.6765	-1.4695	-1.896	2.051	-2.365	0.0755	-1.5325	0.8705	-2.624	2.749	-4.0005	0.269	-2.695	2.269	2.195
64858	"DCLRE1B || DNA cross-link repair 1B (PSO2 homolog, S. cerevisiae)"	-0.344	3.772	1.612	1.745	-0.023	0.028	2.318	1.041	0.356	3.38	1.393	0.446	-1.142	-0.952	-0.521	-0.088	-0.98	-0.091	-0.733	3.342	0.732	1.719	3.492	0.97	-0.608	-0.383	-0.579	-0.536	0.287	-0.13	2.01	1.497	-0.993	-0.597	-1.431	-0.322	1.348	1.679	-0.977	0.45	-3.309	0.706	-2.013	0.638	0.204	1.476	-0.585	1.178	-0.788	-1.283
55038	CDCA4 || Cell division cycle associated 4	-1.186	1.765	0.089	1.251	-0.623	0.15	1.005	2.311	0.46	2.946	-0.581	-0.883	-0.148	-1.556	-1.911	-1.171	-1.853	-1.328	-1.382	2.577	1.964	1.326	2.527	1.177	-1.822	-0.292	-1.408	-0.261	0.072	-1.401	1.846	1.686	0.398	-0.235	-1.205	0.609	1.213	0.569	-0.451	0.705	-0.383	0.905	-0.778	1.614	-0.711	1.253	-1.268	0.965	-0.676	-0.96
2170	"FABP3 || Fatty acid binding protein 3, muscle and heart (mammary-derived growth inhibitor)"	5.755	-1.507	-0.94	-1.893	2.199	4.153	-1.431	-2.914	0.748	-1.531	2.573	2.934	3.475	0.844	-1.743	3.409	-2.259	-2.618	2.414	0.518	-1.036	-1.963	-0.577	-0.139	6.188	1.496	5.597	-1.862	-3.138	-2.161	-2.818	-3.178	3.856	4.692	2.011	-3.592	-0.704	-0.751	4.156	-0.509	4.763	-1.528	4.283	-0.343	3.594	-2.995	5.04	-4.676	2.278	1.454
23558	WBP2 || WW domain binding protein 2	0.194	-1.153	0.108	-0.529	0.981	0.776	-2.382	-1.68	-1.083	-2.217	0.367	0.106	1.377	0.499	-0.17	0.604	0.269	-0.344	0.029	-2.268	-1.483	-1.308	-2.646	-0.014	2.143	-0.261	0.951	-1.134	-0.781	-0.101	-1.812	-1.021	0.216	0.694	0.445	0.107	-0.985	-1.905	1.01	-0.894	0.909	-1.104	1.13	-0.976	1.553	-0.136	0.134	0.126	1.792	0.129
84795	C10orf33 || Chromosome 10 open reading frame 33	-0.89	-1.203	0.032	-0.746	1.059	0.654	-0.27	-1.19	-0.22	-1.029	0.735	0.322	0.383	0.533	0.547	1.35	0.374	0.468	1.051	0.086	-0.161	-0.588	-0.857	-1.365	0.644	-0.307	0.365	0.078	-0.963	0.601	-1.099	-0.746	-0.278	2.11	2.391	-0.119	-0.787	0.038	1.729	-0.222	0.663	-0.374	0.567	-0.604	0.121	-0.599	0.583	-1.272	0.353	2.195
3572	"IL6ST || Interleukin 6 signal transducer (gp130, oncostatin M receptor)"	1.9295	-0.335	-0.6825	-0.38	1.455	1.6115	-1.2405	-1.689	-0.429	-2.6505	0.2225	0.3935	0.692	0.8905	0.9595	2.051	0.6525	1.5385	0.3745	0.959	-2.0545	0.121	1.028	-1.6495	0.453	-0.246	0.551	-1.6925	-1.3605	0.0085	-1.1905	-0.1095	0.3915	0.526	0.86	-1.2945	-0.277	0.448	1.0955	-0.856	-0.047	-0.6395	0.314	-1.5575	0.698	-1.9325	-0.9625	-2.1275	-0.9655	0.668
4500	MT1L || Metallothionein 1L (gene/pseudogene)	-0.693	1.242	0.489	0.875	-2.729	-2.096	0.034	0.86	-0.22	-0.001	-1.297	-0.497	-2.246	0.084	-2.277	-2.395	-1.792	-2.578	-0.312	0.734	0.16	1.605	0.476	0.786	-0.185	0.717	0.794	0.24	0.326	-0.729	1.261	1.135	-0.59	0.725	0.955	0.239	1.754	1.46	0.72	-0.203	-1.889	-0.191	-0.259	0.104	0.841	-0.903	-3.263	-0.565	-2.751	-0.753
2946	GSTM2 || Glutathione S-transferase M2 (muscle)	0.806	0.213	0.222	-0.786	-0.159	0.585	0.111	0.08	-0.952	-2.605	-0.194	-0.497	-0.567	-0.313	0.318	0.054	0.314	0.787	1.749	-2.268	-2.644	-1.505	-1.892	-1.56	0.4	-0.933	0.036	1.211	0.339	1.682	-1.208	0.412	0.398	0.741	1.774	-0.441	-0.569	-1.523	0.977	-1.074	0.951	-1.237	0.678	-0.868	0.352	-0.456	1.302	-0.96	1.138	2.76
5985	"RFC5 || Replication factor C (activator 1) 5, 36.5kDa"	-1.62	0.888	0.317	1.409	-1.318	-0.164	1.576	1.513	1.01	1.621	-1.103	-0.991	0.029	-0.917	-0.659	-0.603	-0.739	-0.876	-0.977	1.753	1.839	0.868	0.546	0.537	-0.877	0.915	-0.15	-0.714	0.521	-0.042	0.62	1.411	-0.967	-0.267	-0.932	0.799	1.254	1.043	-0.086	0.639	-0.223	-0.141	-0.811	1.207	-0.461	1.333	0.511	1.129	-0.377	-1.936
7709	ZBTB17 || Zinc finger and BTB domain containing 17	1.082	-0.579	0.222	-0.153	0.324	-0.303	-0.175	-0.519	-0.22	-0.755	-0.039	0.631	0.162	0.343	0.975	0.64	1.051	0.667	0.824	-0.875	-0.893	-0.474	-1.033	-0.885	0.36	-0.888	0.379	-0.002	-0.742	0.44	-0.184	-0.095	0.567	0.505	0.86	-0.239	-0.329	-0.841	0.591	0.507	-0.447	-0.789	0.501	-0.352	0.278	-0.248	0.008	-0.318	0.147	-0.1
4121	"MAN1A1 || Mannosidase, alpha, class 1A, member 1"	0.372	-3.008	-2.73	-1.596	2.566	2.656	-0.346	-0.573	1.01	-0.024	2.031	0.863	1.664	-0.417	-1.04	2.592	-1.206	-0.623	0.435	-0.345	0	-2.045	-2.173	0.217	1.301	0.915	1.923	-1.7	-1.966	-0.861	-1.538	-1.34	0.697	0.032	1.299	-0.382	-1.11	-1.35	1.665	0.346	0.898	0.44	2.078	0.331	1.165	-1.781	-0.765	-1.404	0.951	0.294
54205	"CYCS || Cytochrome c, somatic"	-1.778	1.714	1.212	1.409	-2.362	-1.104	0.605	1.568	-0.141	1.576	-1.994	-1.161	-0.037	0.032	-1.025	-0.727	-1.657	-1.288	-1.123	2.42	1.553	2.014	2.422	1.105	-0.864	0.09	-0.836	-0.213	0.938	-0.51	1.535	1.353	-0.993	-1.085	-1.253	0.728	1.421	1.032	-0.676	0.601	-1.056	0.1	-1.009	1.111	-0.323	1.253	0.781	1.129	-0.264	-1.407
675	"BRCA2 || Breast cancer 2, early onset"	-0.851	2.574	-0.273	2.022	1.87	0.289	2.413	3.073	1.925	2.421	0.309	0.09	0.36	-1.383	-1.972	-0.656	-1.266	-1.833	-0.717	3.636	1.375	1.883	2.527	1.372	-0.571	2.122	0.05	-0.94	-0.924	-2.395	1.663	1.215	-1.162	0.206	-1.514	-1.205	-0.121	-0.055	-0.29	0.391	-4.729	0.008	-1.487	0.514	-1.339	-0.232	-2.508	1.014	-1.835	-0.542
492311	LOC492311 || Similar to bovine IgA regulatory protein	0.865	-1.8275	-2.3205	-1.8335	0.044	0.828	0.1865	0.252	-0.5995	-0.949	0.5515	0.6155	0.2725	0.438	-0.193	1.6785	-0.386	-0.1975	2.1625	-1.2965	-0.313	-1.873	-0.6115	-1.649	0.6995	0.3575	1.5625	-0.31	-0.67	0.827	-1.126	-0.7465	0.6515	1.402	0.522	-0.4235	-0.214	-0.3725	1.4335	0.1565	0.465	-0.3695	0.1705	-0.1915	0.4115	-0.7595	0.745	0.1505	0.465	1.3565
3146	HMGB1 || High-mobility group box 1	-1.344	1.529	0.546	1.587	-0.526	0.324	2.166	1.568	0.8	1.05	-0.058	-0.744	-0.788	-0.9	-0.369	-1.242	-0.544	-0.636	-0.993	1.714	1.696	1.719	1.3	0.146	-1.369	0.335	-0.922	-0.714	-1.093	-1.416	1.169	0.368	-1.149	-1.337	-0.6	0.31	0.786	0.743	-0.451	0.923	-0.725	0.639	-0.59	1.051	-0.628	1.093	-1.843	0.397	-2.415	-1.195
629	CFB || Complement factor B	3.724	-1.524	-3.13	-2.249	7.165	2.917	-0.879	-1.68	1.376	-0.252	7.914	1.929	1.509	0.637	-0.521	3.036	-0.423	0.082	0.905	-0.326	-2.108	-3.419	-1.243	-0.05	4.511	0.304	2.652	-2.687	-2.421	0.104	-0.55	-0.211	1.776	1.15	5.157	-1.611	-1.287	-0.17	2.395	-1.229	-3.662	-1.212	3.754	-0.712	4.795	-4.528	-2.292	-3.032	1.344	2.637
1663	"DDX11 || DEAD/H (Asp-Glu-Ala-Asp/His) box polypeptide 11 (CHL1-like helicase homolog, S. cerevisiae)"	0.214	1.934	0.95	0.915	-0.023	1.211	1.595	2.547	0.722	2.307	-0.465	0.029	0.14	-0.865	-1.147	-1.295	-1.04	-0.171	-1.09	1.95	2.518	1.326	2.264	1.763	-0.491	-0.46	-1.236	-0.326	0.951	-1.124	1.224	1.324	-1.188	0.032	-0.386	-0.191	0.848	0.974	-1.084	0.015	-0.031	0.897	-0.656	1.423	-1.745	1.125	-2.005	-0.154	-1.405	-0.118
50650	ARHGEF3 || Rho guanine nucleotide exchange factor (GEF) 3	0.587	-0.851	-0.751	-0.649	2.912	1.227	0.718	-0.285	3.126	-0.437	1.836	0.815	2.921	-0.246	-0.034	3.371	0.568	0.706	1.569	-1.308	-0.717	-0.672	-0.877	0.179	0.785	-0.001	1.45	-1.476	-1.472	0.891	-0.241	-1.501	0.163	0.188	2.509	0.202	-0.33	-1.825	-0.217	-0.585	-0.265	-0.275	1.217	-1.017	0.545	-0.777	-0.195	-0.104	-0.659	1.54
3655	"ITGA6 || Integrin, alpha 6"	-3.276	1.596	1.422	1.607	-2.961	0.724	1.709	0.479	-1.057	2.033	-2.768	-2.027	0.648	-0.952	-1.834	-1.756	-1.943	-3.815	-2.356	1.087	3.107	3.307	1.072	2.19	-2.434	1.435	-0.035	-2.089	1.485	-0.598	1.133	1.801	-2.488	0.064	-5.359	0.06	2.379	2.523	-1.578	0.866	-5.872	-0.581	-2.192	1.818	-2.882	1.7	-0.172	1.162	-1.872	-3.119
5214	"PFKP || Phosphofructokinase, platelet"	-0.752	3.789	1.46	2.239	-1.318	-0.303	1.918	1.459	2.422	1.873	-2.11	-0.667	-2.025	-1.107	-1.331	0.019	-0.513	0.215	-0.798	1.322	1.661	2.227	1.247	0.963	-1.25	-0.185	-1.551	0.661	1.81	-0.875	0.474	1.193	-0.629	0.032	-1.585	0.632	1.213	0.5	-0.773	0.98	-0.255	0.257	-0.932	0.415	-0.701	2.275	-0.926	1.376	-0.9	-0.4
10980	COPS6 || COP9 constitutive photomorphogenic homolog subunit 6 (Arabidopsis)	-0.259	0.753	1.174	0.084	-1.415	-0.599	1.081	0.461	0.068	0.867	-0.968	-0.651	-1.429	-0.935	-0.613	-1.011	-0.965	-0.53	-1.074	-0.286	0.053	0.476	0.23	0.981	-0.811	0.273	-0.722	0.822	-0.156	-0.788	1.334	1.353	-0.109	0.379	-0.042	0.37	0.848	0.627	-0.043	1.283	-0.597	0.423	-0.337	1.135	-0.156	1.093	0.673	-0.17	-0.507	-0.118
4601	MXI1 || MAX interactor 1	0.648	-1.069	-1.264	-0.805	0.885	0.341	-0.841	-1.372	-0.743	-1.052	0.638	0.307	0.758	1.379	0.609	0.835	0.675	0.867	0.775	-2.091	-0.947	-2.11	-2.558	-0.512	1.371	1.083	1.637	-1.587	-1.276	1.068	-2.251	-3.106	-0.044	0.489	0.575	-0.227	-1.121	-3.238	0.902	-2.578	0.674	-1.312	1.02	-3.194	0.506	-1.685	-0.064	-0.713	1.175	1.86
115106	CCDC5 || Coiled-coil domain containing 5 (spindle associated)	-0.299	2.203	0.831	2.239	-1.318	-1.156	1.309	1.386	0.382	1.256	-0.426	-0.049	-0.346	-0.52	-0.43	-0.336	0.48	-0.091	0.224	3.087	0.982	2.014	2.615	1.017	-0.598	1.16	-0.336	-0.261	-0.39	-0.481	1.645	0.991	-1.058	-0.361	0.184	0.382	1.108	1.032	0.462	0.175	-2.391	0.257	-0.921	0.355	-0.027	0.838	-0.783	-0.203	-0.751	0.165
6590	SLPI || Secretory leukocyte peptidase inhibitor	1.871	-0.057	0.241	-0.509	0.228	0.411	-0.137	0.57	0.329	-0.686	0.735	1.929	-0.17	0.55	0.013	0.427	0.344	0.534	1.879	-0.188	-0.983	-0.637	-0.489	-0.741	0.461	-1.361	-0.407	0.337	-0.26	0.732	-0.331	0.18	0.294	0.442	2.059	-0.453	-0.454	-1.419	1.074	-0.345	-0.287	-1.055	0.446	-0.424	0.379	-0.44	0.871	-0.927	-0.377	2.884
51002	TPRKB || TP53RK binding protein	-0.456	1.529	0.679	1.765	-0.41	-0.181	1.443	1.658	0.068	1.096	-0.6	-0.698	-0.545	-0.002	-0.537	-0.283	-0.483	0.321	-0.36	2.185	1.661	1.785	1.878	-0.139	-0.984	0.472	-1.093	0.709	0.248	-0.466	1.754	1.034	-1.045	-1.51	-3.199	-0.525	0.796	0.477	-0.526	0.336	-1.291	0.149	-2.189	0.439	-1.394	0.854	-0.351	0.109	-1.012	-0.506
8202	NCOA3 || Nuclear receptor coactivator 3	0.49	-1.203	-0.254	-0.766	1.039	1.455	-0.384	-0.428	-1.031	-2.08	1.199	0.353	1.222	0.775	0.41	1.918	0.269	0.108	1.149	-0.463	-1.179	-0.866	-1.454	-1.187	0.187	0.518	1.38	-0.876	0.43	0.937	-0.769	-0.804	0.008	0.347	0.219	-0.024	-0.61	-1.465	0.419	-0.582	0.471	-0.689	0.303	-0.988	0.315	-0.472	0.961	-0.647	0.633	0.691
22846	VASH1 || Vasohibin 1	0.49	0.567	0.07	0.579	1.445	-0.112	0.358	0.443	-0.168	-0.8	0.909	0.523	-0.899	1.621	1.326	-0.052	2.255	1.811	0.938	-0.953	-1.233	0.492	-1.857	-1.223	0.4	-1.025	-0.307	0.143	0.534	0.98	-0.367	-1.803	0.138	0.032	0.16	-1.062	-3.297	-1.881	0.763	-2.805	-0.975	-2.134	-0.847	-1.811	0.536	-0.727	-0.279	-0.894	0.577	-0.153
6628	SNRPB || Small nuclear ribonucleoprotein polypeptides B and B1	-1.147	1.242	1.06	0.519	-0.719	-0.877	0.32	0.007	0.774	0.776	-1.394	-0.263	-0.722	-0.158	-1.132	-0.461	-0.468	-0.623	-0.798	0.459	0.714	0.885	0.055	2.136	0.028	0.075	-0.836	0.062	-0.091	-0.817	1.626	1.555	-1.097	-0.66	-0.006	0.74	0.702	0.893	-0.247	0.582	-0.501	0.473	-0.59	1.47	-0.073	2.163	-1.07	1.59	-0.059	-0.118
5702	"PSMC3 || Proteasome (prosome, macropain) 26S subunit, ATPase, 3"	-0.624	1.4275	1.5265	0.4795	-0.9515	-0.033	0.729	0.724	0.9835	1.13	-0.2325	-0.736	-0.4125	-0.555	-1.1395	-1.135	-0.077	-1.2745	-1.0985	0.5765	0.9375	0.7455	-0.007	1.0255	-0.578	-0.078	-1.4865	0.305	-0.091	-0.5685	1.425	1.505	-0.9215	-0.5735	-0.309	0.8175	0.452	0.8815	-0.3005	0.7765	0.006	0.635	-0.254	1.59	0.1345	1.74	-0.603	0.825	-0.208	-0.8065
5983	"RFC3 || Replication factor C (activator 1) 3, 38kDa"	-1.738	2.507	0.774	2.931	-2.613	0.237	3.25	3.854	0.983	3.906	-1.974	-1.625	-0.258	-1.988	-1.605	-1.792	-2.515	-1.448	-2.048	3.342	3.5	2.914	3.965	1.976	-2.713	0.579	-0.993	-0.455	0.625	-1.928	2.833	2.424	-2.02	-2.345	-3.33	0.239	1.64	2.026	-3.288	0.251	-1.376	1.187	-2.898	1.806	-3.875	1.492	-1.933	0.784	-2.396	-1.107
11067	C10orf10 || Chromosome 10 open reading frame 10	3.212	-0.799	0.26	0.183	2.392	0.48	-1.887	-0.319	5.221	-0.389	2.941	2.084	3.608	2.588	3.998	4.119	5.054	4.378	1.554	-0.875	-0.733	-1.668	-1.243	-0.139	2.516	-0.032	-0.479	-0.035	-0.416	4.239	-1.428	-2.44	-0.837	-0.676	0.623	-0.334	-0.133	0.616	0.065	0.587	0.25	-1.08	-0.745	-0.946	-0.221	0.327	0.619	-0.433	1.624	0.818
