CLID	NAME	Ca6687 || Present	Ca7367 || Present	Ca9079 || Present	Ca7845 || Present	Ca7722 || Present	Ca7589 || Present	Ca7102 || Present	Ca7811 || Present	Ca11460 || Present	Ca7422 || Present	Ca7493 || Present	Ca8196 || Present	Ca9298 || Present	Ca7732 || Present	Ca7246 || Present	Ca6537 || Present	Ca6388 || Present	Ca8610 || Present	Ca7921 || Present	Ca6257 || Present	Ca8212 || Present	Ca6716 || Present	Ca6014 || Present	Ca7549 || Present	Ca8560 || Present	Ca6144 || Present	Ca7604 || Present	Ca10289 || Present	Ca7357 || Present	Ca8401 || Present	Ca11620 || Present	Ca11442 || Absent	Ca7244 || Absent	Ca11829 || Absent	Ca9909 || Absent	Ca7495 || Absent	Ca7461 || Absent	Ca6125 || Absent	Ca8237 || Absent	Ca10960 || Absent	Ca6042 || Absent	Ca7106 || Absent	Ca7982 || Absent	Ca7214 || Absent	Ca6474 || Absent	Ca6464 || Absent	Ca6188 || Absent	Ca8333 || Absent	Ca6061 || Absent	Ca6366 || Absent	Ca7408 || Absent	Ca6617 || Absent	Ca9126 || Absent	Ca8582 || Absent	Ca9174 || Absent	Ca8174 || Absent	Ca11205 || Absent	Ca10109 || Absent	Ca9539 || Absent	Ca6318 || Absent	Ca9795 || Absent	Ca6146 || Absent	Ca6012 || Absent	Ca13351 || Absent	Ca6206 || Absent	Ca6219 || Absent	Ca10419 || Absent	Ca10481 || Absent	Ca11379 || Absent	Ca6165 || Absent	Ca11570 || Absent	Ca11968 || Absent	Ca10591 || Absent	Ca7609 || Absent	Ca6110 || Absent	Ca9159 || Absent	Ca6021 || Absent	Ca8173 || Absent	Ca9765 || Absent	Ca7366 || Absent	Ca7151 || Absent	Ca10335 || Absent
1062	CENPE	1.242	0.5879	0.523	0.5056	0.7058	1.223	0.4951	0.3226	0.8805	-0.5483	0.1724	0.4174	0.8711	1.435	1.183	0.5526	0.9424	0.8934	1.452	1.063	0.3121	0.9252	0.5827	1.118	1.033	0.8233	1.031	1.485	1.498	1.032	0.5986	-0.416334	-1.02	-0.1622	-0.3961	-0.7624	-0.5652	-1.523	-2.202	-1.069	-0.7886	-0.5765	-1.498	-0.1225	-1.044	-1.441	-0.9045	-1.213	-1.183	-2.545	-2.171011111	-1.120366667	-1.6075	-2.653	-3.264	-1.346	-1.69305	-1.50017	-2.2	-1.68	-0.5422	-1.555033333	-1.061	-2.417288889	-0.5714	-1.438	-2.61	-0.802711694	-0.5946	-1.717	-0.8339	-1.063	-0.556642222	-0.5735	0.1182	0.0006363	-0.7125	-0.6312	-0.5478	-0.1903	-0.474058	0.1429
81610	FAM83D	0.8402	-0.2671	1.632	1.647	1.153	0.1323	-0.3155	0.6543	2.081	0.9934	1.422	0.9008	1.212	0.9659	1.138	1.742	1.688	1.866	1.39	1.78	1.173	1.326	1.928	3.078	0.3028	1.332	1.055	1.4	1.498	0.7929	0.7544	-0.4923	0.1076	-0.0134	-1.752	-0.6755	-0.7672	-0.5064	-0.2452	-0.5776	-1.251	-0.9773	-1.499	-0.8603	-1.605	-1.285	-1.376	-1.317	-1.079	-2.22	-2.964	-2.85	-1.81	-2.018	-2.84	-1.384	-1.607	-1.772	-1.459	-1.949	-0.9319	-1.966	-0.6848	-1.806	-0.6391	1.146	-0.3956	-0.8211	-0.773	-1.084	-0.8515	-1.326	0.4508	0.253	-0.5939	-1.103	0.4636	0.1708	-0.62	-0.388	-1.336	-0.9813
24137	KIF4A	0.6819	0.07412	0.804	0.9948	0.5528	0.8128	-0.3532	0.9207	1.916	0.2034	0.8886	1.05	0.8726	1.256	1.402	1.051	0.9979	1.959	1.935	1.72	0.8911	1.431	0.3243	1.818	0.701	0.6348	1.259	0.9387	-0.34	1.126	0.2427	-0.4905	-0.1117	-0.392	-0.6596	0.5272	-0.3569	-0.01388	-0.7916	-1.473	-0.9329	-0.4141	-2.354	-0.9709	-0.8807	0.0466	-1.168	-1.019	-0.8799	-2.128	-2.674	-1.333	-1.635	-1.852	-1.768	-1.282	-2.185	-1.984	-1.984	-1.956	-1.333	-1.871	-0.8273	-1.407	-0.5322	-1.091	-1.577	-0.9745	-0.1369	-0.404	-0.8448	-1.383	-0.6547	-0.5966	0.3053	-0.8822	0.01481	0.242	-0.4847	0.2788	-1.399	-0.8996
9787	DLG7	0.02621	0.4795	0.7668	0.2561	0.8392	0.6245	0.4666	0.9573	1.748	0.02001	1.851	1.686	1.708	1.189	0.8929	0.716	1.202	1.697	2.198	1.12	1.334	1.847	1.495	2.276	1.681	0.9351	0.8696	1.012	0.6499	0.8068	0.6608	-0.9193	-0.3421	-0.4113	-1.235	-0.6611	-0.2183	-0.1514	-1.394	-0.3308	-1.214	-1.012	-1.749	0.2157	-0.6758	-1.814	-1.157	-1.649	-0.9786	-2.158	-4.298	-1.682	-1.894	-0.9562	-1.886	-1.269	-1.944	-2.089	-2.317	-1.621	-0.7365	-1.069	-0.7618	-3.644	-1.736	-0.66012	-1.037	-1.089	-0.7386	-0.5886	-0.7075	-1.125	-0.455	-0.8936	0.4756	-0.8672	-0.7085	-0.18	-0.9505	-0.5298	0.2473	0.6737
699	BUB1	0.5957	0.1689	0.5417	0.5405	0.1592	0.3455	0.7782	0.9189	0.3255	1.496	1.553	0.8479	0.7565	1.714	0.934	1.068	0.6687	1.396	1.839	2.101	1.255	1.409	1.006	2.832	1.388	1.195	1.664	0.9855	1.656	1.118	0.275	-0.4828	-0.2531	-0.5325	-1.111	-1.438	-0.09155	-0.5765	-1.158	-1.495	-0.708	-0.5408	-2.329	-0.9221	-1.349	-1.574	-1.017	-1.031	-1.108	-1.958	-2.518	-1.329	-1.794	-1.61	-2.885	-1.455	-1.78	-1.299	-2.172	-1.955	-1.363	-1.827	-1.353	-3.178	-0.9345	-0.8151	-1.313	-2.746	-0.1991	-0.4771	-0.884	-0.8168	-0.1762	-0.4147	-0.06378	-0.3044	-0.06138	-0.1112	-0.4727	-9.53E-08	0.04392	-0.1492
9133	CCNB2	0.2483	0.4173	0.2917	0.5306	0.5338	0.3261	1.053	0.7891	1.047	0.9675	0.9716	2.014	1.265	1.56	0.9778	0.6843	0.6417	1.798	2.255	2.205	1.496	1.18	1.011	2.388	1.938	0.7664	1.232	0.7572	1.191	0.7682	0.4345	-0.2409	-0.5294	-0.4013	-0.5923	-1.3	-0.2371	-0.461	-1.271	-1.386	-1.437	-1.735	-1.971	-0.2047	-1.642	-1.67	-1.08	-1.39	-0.887	-2.161	-2.209	-0.9719	-1.42	-1.416	-1.671	-1.147	-2.035	-1.516	-1.904	-1.569	-1.709	-1.486	-1.151	-2.539	-1.755	-0.7807	-1.033	-1.725	-0.206	-1.029	-0.7666	-1.026	-0.0331	-0.7605	0.3183	-0.8252	-0.1011	0.2215	-0.306	-0.0488	0.167	-0.1865
9928	KIF14	0.8619	-0.1628	0.9099	0.8341	0.8503	0.7285	0.5509	0.1803	0.1919	0.7556	0.6045	1.525	1.831	1.357	1.53	1.11	1.246	0.9948	1.638	1.513	1.306	1.155	0.8669	1.526	1.242	1.391	1.015	1.292	1.511	1.647	0.7525	-0.952	0.02928	-0.2568	-0.7055	-0.788	-0.4491	-1.043	-1.146	-0.4897	-0.5975	-0.506	-1.465	-1.02	-0.9781	-1.464	-1.112	-0.8255	-0.4969	-1.967	-1.632	-0.886	-1.173	-2.995	-0.996	-0.7279	-0.4855	-1.307	-1.503	-1.155	-0.4617	-1.436144444	-0.9935	-2.841	-0.3366	-0.6392	-0.4617	-0.007217	-0.3637	-0.4102	-0.349	-0.2508	-0.4641	-1.782	-0.06686	-0.3794	-0.7086	-0.3292	-0.152	0.1773	-0.7032	-0.6066
9232	PTTG1	0.6072	0.3575	0.1538	-9.46E-08	0.8844	0.7438	0.1615	0.4727	0.5028	1.364	1.006	2.105	0.7586	0.9811	0.6813	0.8439	0.9009	2.633	0.9795	1.818	2.185	1.942	0.676	1.108	1.569	0.99	1.46	1.439	0.9164	1.382	0.8202	-0.1082	-0.0452	0.2281	-0.9403	-1.732	-0.7863	-0.7606	-0.6142	-0.6108	-0.684	-0.3782	-2.089	-0.8151	-1.482	-1.474	-1.442	-1.509	-1.159	-1.76	-1.7	-1.459	-1.518	-1.644	-1.288	-0.8051	-2.095	-1.615	-1.586	-1.837	-1.322	-2.133	-0.5443	-1.497	-0.4036	-1.048	-0.8667	-0.6097	-0.2722	-1.315	-0.3274	0.3476	-1.247	0.2695	0.2447	-0.3731	0.1819	-0.0661	0.2591	0.4833	0.5007	0.014
1010	CDH12	0.3078	-0.1922	0.4447	1.111	1.17	0.9216	0.3942	0.3406	1.62	0.8047	0.9931	0.9185	1.649	1.481	1.635	1.095	0.637	1.216	1.676	0.9772	1.067	1.086	0.8632	2.478	0.9552	0.8135	0.3938	1.703	0.8366	1.329	0.8131	0.1639	0.7481	0.191	-0.4269	-0.6161	-0.9171	-0.7347	-0.7534	0.3033	-0.745	-0.3273	-1.651	-1.23	-1.186	-1.463	-1.287	-0.6633	-1.079	-1.939	-1.924	-1.24	-1.433	-1.199	-1.565	-1.719	-1.546	-1.447	-1.424	-1.502	0.04597	-2.2	-0.758	-2.409	-0.9795	-0.2628	0.01798	-0.8458	0.1433	-0.5019	-0.2326	-0.4566	-1.281	-0.2126	-0.05557	-0.03483	-1.444	0.3555	-0.9755	-0.1463	-1.344	-1.065
4751	NEK2	0.8232	-0.1804	0.4139	0.8142	1.4	0.8424	0.5838	0.3938	1.671	1.209	0.8726	0.9053	1.674	1.655	1.574	0.4106	0.4995	1.048	1.598	0.9121	1.066	0.8931	0.7613	2.195	1.102	0.8392	0.3439	1.332	0.9548	0.613	0.964	0.4466	0.3567	-0.3595	-0.0419	-0.2252	-1.058	-0.4941	-0.7784	-0.0106	-0.5516	-0.2702	-0.9757	-1.493	-1.223	-1.21	-1.096	-0.97	-1.155	-0.9677	-1.009	-1.098	-0.7914	-0.6975	-1.311	-1.433	-0.9432	-0.9232	-1.163	-1.106	-0.0373	-0.861	-1.199	-1.788	-1.478	1.41E-08	-0.0199	-0.356	0.2545	-0.6272	-0.2573	-0.2641	-0.8492	0.585	0.114	-0.1423	-1.566	0.706	-0.8704	-0.2161	0.5307	-1.043
3833	KIFC1	-0.6138	0.3352	0.3082	0.7105	0.5083	0.6547	0.6301	0.73	1.2	0.6234	0.634	0.6819	0.9783	1.088	0.6749	1.377	1.635	1.401	0.5692	0.3753	1.588	1.111	1	1.275	1.795	0.5532	1.068	0.5291	0.6098	1.031	0.4181	-0.3291	1.66E-08	-0.1151	-0.7355	-0.9001	-0.6389	0.08906	-0.1633	-0.4028	-0.7243	-1.849	-3.175	-0.64747	-0.5938	-0.4045	-0.1583	-1.445	-0.6642	-0.9374	-2.1919	-1.24992	-3.105	-1.623	-2.476	-1.2468	-2.787	-2.235	-1.522	-1.786	-1.305	-2.01	0.294	-2.32848	-0.3406	-0.6074	-1.421	-0.4594	-0.9422	-0.4192	-0.5257	-0.9131	-0.8933	-0.7895	-0.1491	-0.3172	-0.254	0.1275	-0.1264	0.3169	-0.485	-0.6853
11004	KIF2C	0.7666	0.4047	0.2735	0.2982	0.5727	0.1523	-0.1916	1.034	1.774	1.732	1.423	2.064	3.207	1.355	1.86	1.249	1.006	2.193	1.901	2.149	0.8721	1.843	1.225	1.658	1.925	1.499	1.788	0.5153	0.4243	0.5083	0.828	3.20E-08	-0.4803	-0.3586	-1.068	-1.165	0.08998	0.1083	-0.9756	-0.6588	-0.8642	-0.468	-1.95317	-1.24	-1.481	-2.108	-1.305	-1.648	-1.26	-1.793	-2.656	-1.884	-2.42	-1.839	-1.546	-0.6154	-1.995	-1.842	-0.4713	-0.7953	-0.9424	-1.669	-0.956	0.8131	-2.038	-0.3137	-0.9703	-3.005	-0.612	-0.023	-1.073	-0.9197	-0.275331111	-1.093	0.4822	-0.9189	-0.8877	0.1289	-0.3401	-0.4776	-0.7471	0.09851
1164	CKS2	0.2542	1.002	-0.4168	-0.9271	1.092	0.3897	-0.6016	1.09	1.691	1.456	0.3903	1.667	0.367	1.191	1.61	1.038	1.494	1.464	1.933	1.675	1.082	1.375	0.4219	0.9864	0.32	1.538	0.603	0.9155	0.3034	0.6906	0.6136	-0.0462	0.1758	-0.2866	-1.353	1.104	-0.4169	-0.3055	-0.2364	-0.4629	-0.0039	-0.1772	-1.287	-0.9441	-0.8688	-0.3299	-0.2801	-0.6981	-0.0205	-1.195	-1.637	-0.0686	-0.3406	-1.519	-1.769	-1.648	-0.6724	-1.019	-1.617	-1.082	-0.9292	-1.272	-0.1999	-1.669	-0.7695	-0.684	-2.319	-2.149	0.0539	-1.08	0.0606	-0.126	0.306	-0.6723	-0.089	-0.0254	0.3104	0.6113	-0.636	-0.5941	-0.7883	-0.5035
9833	MELK	0.3234	-0.4527	0.273	0.3352	0.4386	0.5999	0.2236	0.8949	0.4833	0.2013	0.7574	0.3846	0.8708	0.1792	0.2414	1.393	0.6828	1.372	0.9254	1.071	0.822	0.234	1.196	1.228	0.5374	0.5423	1.422	0.6326	0.6617	0.7073	0.081	-0.352	-0.2797	0.1426	-0.4122	-0.742	0.3621	-0.5679	-0.1262	-0.6302	-0.1707	-0.5178	-2.315	-0.9876	-1.258	-1.346	0.0346	-1.197	-0.7818	-2.026	-1.595	-1.363	-1.177	-0.9811	0.2871	-1.08	-0.4067	-1.087	-1.81	-1.185	-0.7618	-1.761	-0.6177	-0.9684	0.151	-1.103	-0.6603	-0.9098	0.0765	-1.291	-0.4473	-0.5643	-2.729	-0.4629	-1.042	0.1293	-0.0368	-0.353	-0.4108	-1.391	-0.5882	-0.5496
6941	TCF19	0.5652	0.3867	0.2438	0.6731	-5.18E-08	0.5853	0.4332	1.206	0.5856	0.9098	0.9153	0.2738	0.7681	2.52	0.6059	1.428	2.907	2.405	0.6059	2.075	2.19	1.055	1.414	0.2288	0.558	0.568	1.922	0.7275	0.9312	0.8261	0.209	-0.4275	-0.09561	-0.1596	0.1029	-1.372	0.3496	0.2501	-1.039	-0.604	-0.8914	-1.106	-1.788	-0.3383	-0.7186	-1.302	-0.602	-0.8591	0.3419	-1.003	-1.083	-0.6837	-0.7676	-0.9277	-1.018	-0.9451	-1.039	-0.5855	-0.6861	-0.9547	-0.6375	-0.4217	-0.7588	-0.7196	-0.2381	-0.5247	0.02226	-0.04309	-0.05636	-0.3491	-1.002	-0.235	-0.5324	-0.5264	0.7518	-0.1006	-0.316	0.0296	0.2542	-0.7954	0.2594	-0.4345
4175	MCM6	0.4324	-0.0665	0.0945	-0.0902	-0.1912	0.6433	0.7872	0.7627	0.0788	1.095	0.4513	1.054	0.2454	0.3044	0.8982	1.418	1.452	0.9776	1.73	0.62	0.8892	0.4739	0.5659	2.1	0.5285	0.3174	0.7753	0.3749	1.634	0.3941	-0.0946	-0.1315	0.085	-0.5776	-0.1041	-0.2093	0.1632	-0.5294	-0.2694	-0.6889	-0.7189	-0.0863	-1.005	-0.5504	-1.368	-1.299	-0.8485	-0.9465	-0.0213	-0.8195	-0.6215	-0.9724	-0.1116	-0.8046	-0.6604	-0.135	-0.4873	-0.604	-0.2803	-0.7256	-0.4538	-0.1507	-0.2429	-0.8294	-1.042	-0.2666	-0.6413	0.143	0.2347	0.3613	-0.6182	-0.7693	0.1221	-0.367	0.1632	-0.8413	-0.8433	0.1749	-0.6942	-0.5092	0.1233	0.1223
1503	CTPS	0.8623	0.064	0.4382	-0.1632	0.1203	0.378	0.2961	0.6416	0.749	0.7952	0.6355	0.8429	0.8915	1.386	0.986	1.5	1.158	2.763	1.106	1.033	1.569	1.333	1.142	1.28	1.518	0.8873	1.792	0.7496	1.57	0.0067	0.0552	-0.1721	0.2571	0.1199	-0.0411	-0.5989	-0.0697	-0.063	0.0031	-0.357	-0.7166	0.1385	-1.549	-0.1032	-0.3365	-0.6039	-0.0863	-0.5447	-0.6419	-0.281	-0.7745	0.1546	-0.173	-0.4259	-0.5794	-0.0183	0.4168	-0.4437	-0.1758	-0.5269	-0.5148	-0.91	-0.3836	-0.1641	-1.235	0.0626	-0.5011	0.328	-0.0977	0.623	-0.8935	-0.9837	0.3472	-1.084	-0.2756	-0.7738	-0.0701	-0.063	-0.605	-0.8074	-0.1147	0.0666
6732	SRPK1	-0.5915	0.2758	0.2447	0.7302	0.5712	0.7419	0.4906	1.07	0.3406	0.2683	0.7414	0.6364	1.331	1.488	1.111	1.205	0.8719	2.059	0.3522	0.9321	1.289	1.083	1.125	1.244	1.711	0.3046	1.083	-0.07047	1.288	0.2863	0.1108	-0.1598	-0.3055	0.01917	-0.46	-0.3476	-0.1206	0.2674	-0.5445	-0.1144	-0.5547	-0.5881	-1.12	-0.2142	0.4291	-0.7543	0.487	-0.3121	-0.5789	-0.8904	-1.371	-0.5909	-0.1658	-0.4457	-0.1768	-0.5714	-0.1382	-0.3832	-0.2657	-0.1637	-0.3242	-0.3065	-0.9336	-1.051	-0.634	0.07768	-0.07976	-0.2961	-0.2269	0.4542	0.1753	-0.6051	-0.4139	-0.398	0.1335	-0.05445	-1.124	-0.2379	-0.7045	-0.9057	-0.5309	0.3974
55248	C1orf75	-0.1128	-0.03895	0.1529	0.7159	0.5572	0.8615	0.4929	1.197	0.5943	0.2622	0.3564	-0.5073	2.005	1.564	0.4291	1.364	-0.4089	1.504	0.7499	0.02201	0.1771	0.9207	1.026	0.8509	0.8604	1.141	0.3971	0.4971	0.3778	0.5418	0.6445	-0.5364	-0.9326	-0.3206	-0.4801	-0.3114	-0.0917	0.3494	0.1872	0.3298	-0.3859	0.05477	-1.331	-0.9248	0.07904	0.03095	-0.1993	-0.746	-0.7695	-0.4899	-1.518	-1.212	-0.6781	-0.1622	-0.6511	0.1318	-0.5005	-0.6483	-0.4277	-0.186514	-0.5264	-1.109	-0.7265	-0.78695	-1.063	-0.2396	-0.7796	-0.366678	-0.9448	0.04119	0.1041	-0.6923	-0.4464	-0.97	-0.9289	-0.9203	-2.664	-0.185	-0.335	-1.83	-0.3675	0.7343
4172	MCM3	-0.0802	-0.1185	4.77E-08	0.2322	-0.0429	0.5199	0.1627	0.284	-0.2455	0.8092	0.2541	1.305	0.094	0.7474	0.7377	1.804	1.339	0.7196	1.368	1.22	2.037	1.377	0.5722	1.039	0.0509	0.963	1.461	0.8312	1.375	1.238	0.0755	0.1163	-0.6033	0.1732	0.3756	-0.8627	0.1118	-0.0566	-0.3552	0.1741	-0.6093	-0.708	-0.4673	-0.2364	-0.7227	-1.051	-0.3681	-0.3213	0.0906	-0.1946	-0.5248	0.0621	-0.2309	-0.3448	-0.5814	-0.2523	-0.5845	-0.4232	-0.731	-0.2794	-0.1206	-0.3275	-0.6078	-0.0722	-0.1339	-0.0017	-0.0715	0.0811	0.1506	0.1329	-0.3977	-0.132	-0.0067	-0.17	0.3762	-0.1736	-0.6705	-0.269	-0.2437	-0.3216	0.4799	-0.149
8208	CHAF1B	-1.086	-0.03824	0.3836	0.1026	0.08733	0.4154	0.1646	0.2015	1.735	1.535	0.3874	0.4352	1.485	0.1859	1.699	0.7429	1.586	1.062	2.937	1.877	1.625	1.804	1.851	1.251	1.172	-0.6561	1.662	1.283	1.266	0.7976	-0.1512	-0.00436	0.14852	0.289	0.07871	0.8222	-0.7467	-0.00937	-0.4853	-0.295	0.2289	0.06279	-0.3045	-0.3737	-1.911	-0.9067	-0.7443	-0.5941	0.3193	-0.3489	-1.004	-0.4408	-0.3418	-0.9131	-1.484	-0.3689	-1.14	-0.09332	-0.8967	-0.7593	-0.634	-0.27482	-0.4848	-0.8917	-1.123	-0.2012	-0.04758	1.29	-0.4493	-0.4451	-0.8509	-0.845	0.07535	0.1938	-0.07601	0.1312	-0.1145	-0.06078	-1.043	0.2364	-0.1999	-0.9723
9582	APOBEC3B	3.53E-08	-0.2327	-0.0281	0.4501	0.4769	-0.0516	0.2178	0.9082	1.418	0.9225	1.119	1.065	0.6298	0.9934	0.7856	0.1503	1.754	0.9052	1.873	0.2883	1.239	1.214	2.52	2.704	2.103	1.046	0.1354	0.7329	0.4612	0.4341	0.8747	-0.172	-0.7448	-0.6456	-0.5076	-0.7501	0.2079	-0.8434	0.0548	-0.5546	-0.3683	-0.3916	-0.7502	0.7055	-0.2138	-0.974	-1.29	-0.779	-0.2971	-0.3498	-0.7604	-0.2544	0.1436	-0.1272	0.6433	0.7405	-0.7137	-1.419	-1.014	-1.033	-1.005	-1.005	-0.3664	-0.278	-0.124	-0.6646	-0.3494	-0.2163	0.8022	-0.5565	-0.0664	-0.1373	0.1847	-0.2821	-0.7216	-0.6742	-0.2175	-0.1261	0.3238	0.2123	1.079	0.3465
8317	CDC7	0.09031	0.6075	0.5286	0.9563	-0.6096	0.9712	0.4701	0.3775	0.06804	1.635	0.9936	0.2823	0.4467	1.227	1.51	0.5042	1.771	1.214	0.3421	1.512	1.973	0.7458	0.8044	0.879	1.188	1.151	1.868	1.3	2.337	0.666	-0.1674	0.4924	-0.1526	0.1864	0.429	-0.5604	-0.7437	-0.3977	-1.481	-0.4259	-1.252	-0.2372	-1.163	-1.002	-0.04617	-0.6825	-1.469	-0.2311	-0.8331	0.8438	-0.493	-0.6805	0.1619	-0.1121	-1.045	-0.4138	-0.8616	-0.1518	-1.587	-1.521	-0.4783	-0.08108	0.4262	-0.9503	-0.4291	0.09915	-0.9102	0.5135	-0.3148	-1.008	-2.42	-0.1154	-0.6893	-0.5041	0.1325	-1.379	-2.033	-0.4156	-0.1219	0.2347	0.6291	0.1891
151246	SGOL2	0.0219	0.2805	0.7888	-0.0051	0.8069	0.7236	-0.1456	0.5983	0.7484	0.5609	1.18	1.091	0.3028	1.074	0.8042	0.4124	-0.2977	0.8738	1.461	1.126	-0.5636	0.5344	0.1845	2.611	0.7048	1.628	-0.2476	1.159	0.2333	0.7836	-0.192	0.3115	-0.7618	0.0758	-0.3458	-0.3632	-0.4806	-0.662	-1.218	-0.7702	-0.7142	-0.7127	-2.628	-0.4855	-1.12	-1.375	-0.5002	-0.4347	-0.1202	-0.8125	-0.4049	0.0743	-0.2946	-0.0972	-0.0013	-0.6267	-1.073	-0.3491	-0.2563	-0.3761	1.11E-08	-0.7357	-0.6457	-0.8175	-0.6974	-0.5061	-0.3194	0.1787	0.1202	-0.1636	-0.4239	-0.5352	-0.4422	0.5628	0.4787	0.3973	-0.6121	0.2087	-0.4188	0.7516	0.6059	0.382
11073	TOPBP1	-0.3159	0.4463	0.4434	-0.1786	0.0629	0.187	-0.0537	0.399	1.33	0.0775	0.4024	0.636	0.3599	0.7604	0.4133	0.5402	0.6028	0.2818	0.718	0.5657	0.4613	0.1886	0.6179	0.4132	0.8371	0.6787	0.3549	0.215	0.2248	0.6823	-0.2815	-0.0613	-0.0499	-0.1608	0.2744	0.1285	0.1517	-0.0048	-0.0811	-0.2185	-0.0307	0.0232	-0.2936	-0.0852	0.1508	-0.5299	-0.2127	-0.1953	0.0692	-0.267	-0.3528	-0.3494	-0.1645	-0.7206	-0.469	-0.5752	-0.7225	-0.284	0.2182	-0.1115	-0.2971	-0.2633	-0.1032	-0.4408	-0.3938	-0.1481	-1.35E-08	-0.0109	-0.2504	-0.1648	-0.0779	-0.4054	-0.4117	0.0108	0.3177	0.2703	-0.3279	-0.1332	0.4816	-0.0882	0.6088	0.0293
87178	PNPT1	0.4794	-0.2229	0.2465	0.3305	-0.4946	1.015	1.126	0.05931	0.04165	0.3988	0.5994	1.673	0.7835	0.6616	0.814	0.7194	1.30E-08	1.071	0.5866	0.6396	0.3487	0.3479	1.082	1.533	2.184	0.4681	0.6263	1.487	1.069	0.3487	0.7269	0.1423	0.4418	-0.06037	0.1352	0.2713	0.2387	-0.4057	-0.003569	-0.4982	-0.5738	-0.03787	0.9614	-0.7412	-0.8436	-0.5387	-0.3467	-0.4697	-0.7932	0.3323	-0.6801	-0.7521	0.1768	-0.3491	-0.3104	-0.5624	-0.1924	-0.3394	-0.6983	-0.4749	-0.5478	-0.3561	-0.6742	-1.088	-0.01484	-0.5907	-0.1326	-0.1855	-0.5715	-0.2545	-0.3332	-0.5286	-0.1825	-0.8627	-0.717	0.5103	0.3113	-0.4906	-0.2567	-0.6057	-0.9258	0.1366
10440	TIMM17A	0.7287	-0.265	0.4541	0.2291	0.828	0.4937	0.4008	0.2332	0.6495	-0.0814	0.3126	0.6005	0.9402	0.7472	0.8544	0.4647	0.0326	0.8988	0.6184	0.2029	0.6935	0.3437	0.3252	1.068	1.039	0.299	-0.0862	1.309	0.2451	-0.557	0.4248	0.1261	-0.0876	-0.0504	-0.0057	0.3489	-0.1018	0.236	0.3675	-0.0632	0.0909	-0.0586	-0.8972	-0.4069	-0.377	0.0671	-0.154	-0.256	-0.5457	-0.236	-0.6114	-0.6948	-0.1768	-0.2392	-0.6882	-0.0838	-0.0611	-0.5073	-0.2877	-0.1654	-0.0837	-0.0695	-0.5318	-1.189	-0.8064	0.23	0.4087	-0.1824	1.76E-09	-0.2837	-0.2763	0.1536	-0.2911	-0.068	-0.1402	-0.3204	-0.9636	0.0101	-0.6527	-0.994	-0.3292	-0.0063
23279	NUP160	-0.1372	0.4469	-0.04667	0.7356	0.7663	0.4499	0.1793	-0.2051	0.3959	0.164	0.1609	0.1006	0.1114	0.907	1.268	0.339	1.597	1.534	1.074	1.858	0.69	0.8359	0.9292	0.7209	1.335	0.8099	0.6907	0.05913	-0.001405	0.3034	-0.08082	-0.113	0.5791	-0.4539	0.003864	-0.09317	0.1688	-0.0227	0.256	-0.4246	0.06167	-0.1423	-0.6086	-0.181	-0.3626	-0.9628	0.1607	-0.2802	0.5224	-0.4267	-0.6055	-0.01783	-0.02734	-0.1446	-0.3778	-0.09403	-0.4135	-0.1962	0.1206	-0.01629	0.2172	0.5197	-0.2413	-0.2329	-0.05463	0.05461	-0.3831	-0.06315	-0.1709	-0.5338	-0.1915	-0.7914	-0.4108	0.06656	0.4056	-0.4508	-0.742	-0.01049	-0.4953	0.4051	0.2995	0.1805
2618	GART	0.4558	0.1179	0.6226	-0.01813	-0.1883	0.5251	-0.3674	0.2853	1.041	0.2674	0.8454	0.7027	2.078	0.4162	1.163	0.004072	0.3848	2.599	0.8773	1.117	0.3022	0.7792	2.036	0.9597	2.7	0.6482	0.3925	0.1703	0.6195	0.5309	0.7774	-0.3291	-0.6703	0.1341	-0.3725	0.3826	-0.7954	0.6143	0.8847	-0.2222	-0.2186	0.03059	-1.799	0.2468	0.1674	-0.1221	-0.2709	-0.2352	0.008802	-0.3707	-0.9668	-0.09517	-0.3078	-0.4242	-0.2523	-0.03415	-0.4746	-0.6293	-0.08934	0.1349	-0.3747	-0.1754	0.03154	-0.348	-0.5854	0.2376	-0.104	-0.4107	-0.7424	-0.4663	-0.1273	-0.7188	-0.7083	-0.5489	0.2071	-0.3231	-0.272	-0.0342	-5.62E-08	-0.08359	-0.3191	0.3662
10541	ANP32B	-0.1023	0.4682	-0.2113	-0.1735	0.0604	0.3578	0.443	-0.02239	0.3087	-0.0006972	0.1766	1.286	-0.151	1.182	0.5607	0.7912	1.072	0.851	-0.258	1.275	1.366	1.451	0.4072	0.9129	-0.4656	1.053	0.2906	-0.1855	0.5787	0.3261	0.2262	0.3505	0.4266	0.04277	0.03339	-0.1648	0.09663	-0.3993	-0.2559	-0.3116	-0.3071	-0.9116	-2.273	-0.1731	-0.2976	-0.9958	-0.3727	-0.04322	-0.03088	-0.3194	-0.5646	-0.3932	-0.1425	0.02419	-0.0998	0.02017	-0.3178	-0.1853	-0.2042	0.0417	0.1831	0.2329	0.1291	-0.03951	-0.7104	0.0227	-0.3897	-0.4447	0.2118	-0.941	-0.3387	-1.058	-0.2647	-0.363	0.2424	-0.6859	-0.2369	-0.1302	-0.4347	0.1774	0.8854	-0.04932
